fold,variant,seed,scene,n_obj,n_moving,ade_all,fde_all,ade_moving,fde_moving,gate,minade_all,minfde_all,minade_moving,minfde_moving,n_veh,ade_veh,fde_veh,minade_veh,minfde_veh
4,gate0_obj,5,4b60f9400a30ceaf,194,193,4.06635,10.18593,4.07754,10.22585,0.00000,4.06635,10.18593,4.07754,10.22585,187,4.06916,10.18958,4.06916,10.18958
4,gate0_obj,6,394e61f27c2a1700,435,434,0.92440,1.21679,0.92286,1.21575,0.00000,0.92440,1.21679,0.92286,1.21575,386,0.89632,1.17095,0.89632,1.17095
4,gate0_obj,6,4b60f9400a30ceaf,194,193,4.04438,9.97428,4.05694,10.01699,0.00000,4.04438,9.97428,4.05694,10.01699,187,4.03637,9.96254,4.03637,9.96254
4,gate0_obj,7,394e61f27c2a1700,435,434,2.56160,3.67735,2.56016,3.67566,0.00000,2.56160,3.67735,2.56016,3.67566,386,2.54655,3.64892,2.54655,3.64892
4,gate0_obj,7,4b60f9400a30ceaf,194,193,5.23616,11.58007,5.24639,11.61655,0.00000,5.23616,11.58007,5.24639,11.61655,187,5.23781,11.58014,5.23781,11.58014
4,gated_obj,4,394e61f27c2a1700,435,434,1.66654,3.59761,1.66821,3.60453,0.00508,1.66654,3.59761,1.66821,3.60453,386,1.65071,3.55650,1.65071,3.55650
4,gated_obj,4,4b60f9400a30ceaf,194,193,3.67045,9.36319,3.68444,9.40840,0.00508,3.67045,9.36319,3.68444,9.40840,187,3.67731,9.37197,3.67731,9.37197
4,gated_obj,5,394e61f27c2a1700,435,434,0.81793,1.70419,0.81494,1.70172,0.00223,0.81793,1.70419,0.81494,1.70172,386,0.80968,1.69559,0.80968,1.69559
4,gated_obj,5,4b60f9400a30ceaf,194,193,4.53619,10.92895,4.54855,10.97085,0.00223,4.53619,10.92895,4.54855,10.97085,187,4.53966,10.93236,4.53966,10.93236
4,gated_obj,6,394e61f27c2a1700,435,434,0.87742,2.10363,0.87720,2.10701,0.00462,0.87742,2.10363,0.87720,2.10701,386,0.86768,2.07302,0.86768,2.07302
4,gated_obj,6,4b60f9400a30ceaf,194,193,3.66095,9.32217,3.67482,9.36696,0.00462,3.66095,9.32217,3.67482,9.36696,187,3.65944,9.32135,3.65944,9.32135
4,gated_obj,7,394e61f27c2a1700,435,434,1.64132,2.63134,1.64142,2.63353,0.00627,1.64132,2.63134,1.64142,2.63353,386,1.63500,2.60483,1.63500,2.60483
4,gated_obj,7,4b60f9400a30ceaf,194,193,4.24945,10.04488,4.26285,10.08759,0.00627,4.24945,10.04488,4.26285,10.08759,187,4.25629,10.05220,4.25629,10.05220
