fold,variant,seed,scene,n_obj,n_moving,ade_all,fde_all,ade_moving,fde_moving,gate,minade_all,minfde_all,minade_moving,minfde_moving,n_veh,ade_veh,fde_veh,minade_veh,minfde_veh
3,base_pad0,6,367b072edc9822ea,36,35,6.20958,12.60387,6.29220,12.83230,nan,6.20958,12.60387,6.29220,12.83230,29,6.13599,12.46589,6.13599,12.46589
3,base_pad0,6,4a2ef30000d19d90,144,143,1.81594,2.92030,1.80595,2.90948,nan,1.81594,2.92030,1.80595,2.90948,137,1.85118,2.99267,1.85118,2.99267
3,base_pad0,7,367b072edc9822ea,36,35,4.27802,9.20756,4.36604,9.43264,nan,4.27802,9.20756,4.36604,9.43264,29,4.28662,9.37598,4.28662,9.37598
3,base_pad0,7,4a2ef30000d19d90,144,143,1.57609,3.63426,1.57860,3.64982,nan,1.57609,3.63426,1.57860,3.64982,137,1.58790,3.65204,1.58790,3.65204
3,base_pad64,0,367b072edc9822ea,36,35,3.83380,8.46318,3.89437,8.64735,nan,3.83380,8.46318,3.89437,8.64735,29,3.89870,8.62724,3.89870,8.62724
3,base_pad64,0,4a2ef30000d19d90,144,143,1.33729,2.59017,1.33554,2.59587,nan,1.33729,2.59017,1.33554,2.59587,137,1.35882,2.63910,1.35882,2.63910
3,base_pad64,1,367b072edc9822ea,36,35,3.40381,7.41745,3.44128,7.56111,nan,3.40381,7.41745,3.44128,7.56111,29,3.60672,7.90938,3.60672,7.90938
3,base_pad64,1,4a2ef30000d19d90,144,143,1.49712,2.61137,1.49327,2.61365,nan,1.49712,2.61137,1.49327,2.61365,137,1.51204,2.63202,1.51204,2.63202
3,base_pad64,2,367b072edc9822ea,36,35,3.76883,8.39315,3.80741,8.54486,nan,3.76883,8.39315,3.80741,8.54486,29,3.92075,8.73328,3.92075,8.73328
3,base_pad64,2,4a2ef30000d19d90,144,143,1.50815,2.34475,1.50261,2.34107,nan,1.50815,2.34475,1.50261,2.34107,137,1.53298,2.39228,1.53298,2.39228
3,base_pad64,3,367b072edc9822ea,36,35,3.99545,8.44512,4.06945,8.64542,nan,3.99545,8.44512,4.06945,8.64542,29,4.38092,9.25969,4.38092,9.25969
3,base_pad64,3,4a2ef30000d19d90,144,143,1.48788,2.85299,1.48911,2.86401,nan,1.48788,2.85299,1.48911,2.86401,137,1.50503,2.87812,1.50503,2.87812
3,base_pad64,4,367b072edc9822ea,36,35,3.64460,8.17075,3.67595,8.30541,nan,3.64460,8.17075,3.67595,8.30541,29,3.79330,8.51059,3.79330,8.51059
3,base_pad64,4,4a2ef30000d19d90,144,143,1.37291,2.17200,1.36532,2.16410,nan,1.37291,2.17200,1.36532,2.16410,137,1.39686,2.21555,1.39686,2.21555
3,base_pad64,5,367b072edc9822ea,36,35,3.86934,8.20580,3.93480,8.39367,nan,3.86934,8.20580,3.93480,8.39367,29,4.11279,8.71304,4.11279,8.71304
3,base_pad64,5,4a2ef30000d19d90,144,143,1.64829,3.06595,1.64872,3.07558,nan,1.64829,3.06595,1.64872,3.07558,137,1.66321,3.08755,1.66321,3.08755
3,base_pad64,6,367b072edc9822ea,36,35,3.91410,8.44270,3.96414,8.60621,nan,3.91410,8.44270,3.96414,8.60621,29,4.12816,8.94846,4.12816,8.94846
3,base_pad64,6,4a2ef30000d19d90,144,143,1.41720,2.65994,1.41245,2.66007,nan,1.41720,2.65994,1.41245,2.66007,137,1.44069,2.69474,1.44069,2.69474
3,base_pad64,7,367b072edc9822ea,36,35,3.47939,7.52339,3.50868,7.64203,nan,3.47939,7.52339,3.50868,7.64203,29,3.65668,8.03342,3.65668,8.03342
3,base_pad64,7,4a2ef30000d19d90,144,143,1.69534,2.92557,1.69031,2.92282,nan,1.69534,2.92557,1.69031,2.92282,137,1.72132,2.96947,1.72132,2.96947
4,base_pad0,0,394e61f27c2a1700,435,434,1.87252,2.11547,1.87097,2.11241,nan,1.87252,2.11547,1.87097,2.11241,386,1.87045,2.12749,1.87045,2.12749
4,base_pad0,0,4b60f9400a30ceaf,194,193,5.03827,11.78488,5.05127,11.82828,nan,5.03827,11.78488,5.05127,11.82828,187,5.03307,11.77462,5.03307,11.77462
4,base_pad0,1,394e61f27c2a1700,435,434,1.27575,0.68344,1.27165,0.67537,nan,1.27575,0.68344,1.27165,0.67537,386,1.27599,0.66717,1.27599,0.66717
4,base_pad0,1,4b60f9400a30ceaf,194,193,5.64744,12.68625,5.66064,12.73000,nan,5.64744,12.68625,5.66064,12.73000,187,5.65169,12.68834,5.65169,12.68834
4,base_pad0,2,394e61f27c2a1700,435,434,1.74562,1.94319,1.74279,1.93762,nan,1.74562,1.94319,1.74279,1.93762,386,1.75809,1.98093,1.75809,1.98093
4,base_pad0,2,4b60f9400a30ceaf,194,193,5.39363,12.50475,5.40617,12.54703,nan,5.39363,12.50475,5.40617,12.54703,187,5.38119,12.48080,5.38119,12.48080
4,base_pad0,3,394e61f27c2a1700,435,434,1.34846,3.27593,1.34854,3.28048,nan,1.34846,3.27593,1.34854,3.28048,386,1.34819,3.26800,1.34819,3.26800
4,base_pad0,3,4b60f9400a30ceaf,194,193,3.97869,9.83931,3.99241,9.88367,nan,3.97869,9.83931,3.99241,9.88367,187,3.98487,9.84557,3.98487,9.84557
4,base_pad0,4,394e61f27c2a1700,435,434,1.70306,3.44889,1.70508,3.45568,nan,1.70306,3.44889,1.70508,3.45568,386,1.69186,3.42327,1.69186,3.42327
4,base_pad0,4,4b60f9400a30ceaf,194,193,3.58371,9.34112,3.59781,9.38659,nan,3.58371,9.34112,3.59781,9.38659,187,3.59456,9.35709,3.59456,9.35709
4,base_pad0,5,394e61f27c2a1700,435,434,0.78786,1.97396,0.78475,1.97212,nan,0.78786,1.97396,0.78475,1.97212,386,0.78004,1.95516,0.78004,1.95516
4,base_pad0,5,4b60f9400a30ceaf,194,193,4.66382,11.22122,4.67675,11.26470,nan,4.66382,11.22122,4.67675,11.26470,187,4.66926,11.22668,4.66926,11.22668
4,base_pad0,6,394e61f27c2a1700,435,434,0.74097,1.54392,0.73994,1.54543,nan,0.74097,1.54392,0.73994,1.54543,386,0.73419,1.52890,0.73419,1.52890
4,base_pad0,6,4b60f9400a30ceaf,194,193,3.93980,9.75143,3.95404,9.79734,nan,3.93980,9.75143,3.95404,9.79734,187,3.93596,9.74556,3.93596,9.74556
4,base_pad0,7,394e61f27c2a1700,435,434,1.46201,2.55874,1.46174,2.56078,nan,1.46201,2.55874,1.46174,2.56078,386,1.45028,2.52629,1.45028,2.52629
4,base_pad0,7,4b60f9400a30ceaf,194,193,4.31766,10.31802,4.33161,10.36237,nan,4.31766,10.31802,4.33161,10.36237,187,4.31766,10.31403,4.31766,10.31403
4,base_pad64,0,394e61f27c2a1700,435,434,2.08962,2.24956,2.08749,2.24516,nan,2.08962,2.24956,2.08749,2.24516,386,2.06450,2.20673,2.06450,2.20673
4,base_pad64,0,4b60f9400a30ceaf,194,193,5.13124,11.87908,5.14226,11.91917,nan,5.13124,11.87908,5.14226,11.91917,187,5.12392,11.86380,5.12392,11.86380
4,base_pad64,1,394e61f27c2a1700,435,434,0.94958,2.21706,0.94722,2.21714,nan,0.94958,2.21706,0.94722,2.21714,386,0.93163,2.20217,0.93163,2.20217
4,base_pad64,1,4b60f9400a30ceaf,194,193,4.30377,10.30872,4.31562,10.35051,nan,4.30377,10.30872,4.31562,10.35051,187,4.31219,10.31875,4.31219,10.31875
4,base_pad64,2,394e61f27c2a1700,435,434,0.98123,0.93848,0.97954,0.93604,nan,0.98123,0.93848,0.97954,0.93604,386,0.94390,0.87507,0.94390,0.87507
